fold,horizon_bucket,radius_90,covered
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,False
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,False
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,False
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,False
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,False
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
4,Days 22–30,14.314892332092711,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,False
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
5,Days 1–7,15.34030923902236,True
